Title,Img,Price
 Specific Snack Healthy Treats Hypoallergenic para Perro - 1 unidad de 300gr,https://www.petsonic.com/14916-large_default/snack-healthy-treats-hypoallergenic-para-perro.jpg,3.16 €/u
 virbac VeggieDent Fresh para Perro - XS,https://www.petsonic.com/17253-large_default/virbac-veggiedent-fresh-para-perro.jpg,5.50 €/u
 Carnilove Snack Crunchy Cordero y Arándanos premio crujiente para perro Lamb & Cranberries - 6 Unidades.,https://www.petsonic.com/19061-large_default/snack-crunchy-cordero-arandanos.jpg,13.63 €/u
 Carnilove Snack Crunchy Avestruz y Moras premio crujiente para perro Ostrich & Blackberries - 6 Unidades.,https://www.petsonic.com/19062-large_default/snack-crunchy-avestruz-moras.jpg,13.63 €/u
 Carnilove Snack Crunchy Salmón con Arándanos premio crujiente para perro Salmon & Blueberries - 6 Unidades.,https://www.petsonic.com/19064-large_default/snack-crunchy-salmon-arandanos.jpg,13.63 €/u
 Carnilove Snack Crunchy Caballa con Frambuesas premio crujiente para perro Mackerel & Raspberries - 6 Unidades.,https://www.petsonic.com/19065-large_default/snack-crunchy-caballa-frambuesas.jpg,13.63 €/u
 Orijen Black Angus Beef dog treats premios para perro 100% proteina y nada mas - 42.5 Gr,https://www.petsonic.com/20620-large_default/orijen-black-angus-beef-dog-treats-premios-para-perros.jpg,6.17 €/u
 Orijen Regional Red dog treats premios para perro 100% proteina y nada mas - 42.5 Gr,https://www.petsonic.com/20623-large_default/orijen-regional-red-dog-treats-premios-para-perros.jpg,5.14 €/u
 Orijen Tundra dog treats premios para perro 100% proteina y nada mas - 42.5 Gr,https://www.petsonic.com/20624-large_default/tundra-dog-treats-premios-para-perros.jpg,6.34 €/u
 Adventuros maxi steaks Wild Buffalo 70grs - 1 Unidad.,https://www.petsonic.com/20644-large_default/adventuros-maxi-steaks-wild-buffalo-70grs.jpg,3.59 €/u
 Juguete Hueso Natural Pollo 40Grs 6 unidades Comestible 6 unidades Ferplast - XS,https://www.petsonic.com/21448-large_default/juguete-hueso-natural-pollo-40grs-6-unidades-comestible-6-unidades-ferplast.jpg,4.08 €/u
 Juguete Goodbite Natural Cordero Comestible 1 unidad Ferplast - 70 Grs,https://www.petsonic.com/21426-large_default/juguete-goodbite-natural-cordero-comestible-4-unidades-ferplast.jpg,3.35 €/u
 Juguete Goodbite Natural Pollo Comestible 1 unidad Ferplast - 70 Grs,https://www.petsonic.com/21427-large_default/juguete-goodbite-natural-pollo-comestible-4-unidades-ferplast.jpg,3.35 €/u
 Juguete Goodbite Natural Cereal S 40Gr Comestible 1 unidad Ferplast - S,https://www.petsonic.com/21433-large_default/juguete-goodbite-natural-cereal-s-40gr-comestible-6-unidades-ferplast.jpg,2.17 €/u
 Juguete Goodbite Natural Cordero 40Grs 1 unidad Comestible Ferplast - XS,https://www.petsonic.com/21434-large_default/juguete-goodbite-natural-cordero-40grs-6-unidades-comestible-ferplast.jpg,2.08 €/u
 Juguete Goodbite Natural Jamon 1 Unidad Comestible Ferplast - S,https://www.petsonic.com/21438-large_default/juguete-goodbite-natural-jamon-6-unidades-comestible-ferplast.jpg,2.17 €/u
 Juguete Goodbite Natural Pollo 2 Unidades Comestible Ferplast - XS,https://www.petsonic.com/21440-large_default/juguete-goodbite-natural-pollo-6-unidades-comestible-ferplast.jpg,2.08 €/u
 Juguete Goodbite Natural Ternera 2 Unidades Comestible Ferplast - XS,https://www.petsonic.com/21442-large_default/juguete-goodbite-natural-ternera-6-unidades-comestible-ferplast.jpg,2.08 €/u
 Juguete Hueso Natural Cereal S 40Grs Comestible 6 unidades Ferplast - S,https://www.petsonic.com/21444-large_default/juguete-hueso-natural-cereal-s-40grs-comestible-6-unidades-ferplast.jpg,4.17 €/u
 Juguete Hueso Natural Cordero S 40Grs Comestible 6 unidades Ferplast - S,https://www.petsonic.com/21445-large_default/juguete-hueso-natural-cordero-s-40grs-comestible-6-unidades-ferplast.jpg,4.17 €/u
 Juguete Hueso Natural Jamon 40Grs 6 unidades Comestible 6 unidades Ferplast - XS,https://www.petsonic.com/21446-large_default/juguete-hueso-natural-jamon-40grs-6-unidades-comestible-6-unidades-ferplast.jpg,4.08 €/u
